"","year","month","day","row_plant","variety","Obs","HHMMSS","FTime","Photo","Cond","Ci","Trmmol","VpdL","Area","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","Status","unique"
"151",2015,6,19,"15.3","Merlot",6,12:41:38,82.5,13.3,0.275,287,4.96,1.94,6,1,2.84,26.54,29.22,25.1,399.53,381.25,15.3,21.127,44.44,61.37,499.8,1800,1335,101.2,-5.01,0.154,1,111115,"15.3_6_19"
"152",2015,6,19,"34.5","Morrastel",3,11:53:09,38.5,13,0.196,259,3.71,1.99,6,1,2.84,26.26,28.73,25.11,400.09,382.72,15.095,19.459,44.59,57.47,499.7,1799,1895,101.2,-4.92,0.0547,0.7,111115,"34.5_6_19"
"153",2015,6,19,"34.5","Morrastel",4,11:53:19,48.5,13.3,0.198,258,3.74,1.99,6,1,2.84,26.26,28.75,25.11,400.04,382.38,15.114,19.52,44.64,57.65,499.7,1799,1900,101.2,-4.92,0.0547,0.7,111115,"34.5_6_19"
"154",2015,6,19,"34.5","Morrastel",5,11:53:29,58.5,13.3,0.202,260,3.8,1.98,6,1,2.84,26.26,28.75,25.11,400.01,382.35,15.127,19.599,44.67,57.88,499.7,1799,1904,101.2,-4.92,0.0547,1,111115,"34.5_6_19"
"155",2015,6,19,"34.5","Morrastel",6,11:53:39,69.5,13.3,0.201,259,3.79,1.98,6,1,2.84,26.26,28.75,25.1,399.95,382.19,15.146,19.608,44.73,57.9,499.7,1800,1898,101.2,-4.92,0.0547,0.7,111115,"34.5_6_19"
"156",2015,8,4,"22.7","Furmint",3,12:43:15,54.5,16.9,0.289,271,3,1.12,6,1,2.84,25.59,27.26,25.11,400.31,378.64,21.316,24.824,65.51,76.29,499.7,1799,225,101.2,-9.52,0.0524,0.7,111115,"22.7_8_4"
"157",2015,8,4,"22.7","Furmint",4,12:43:25,65,17.3,0.296,270,3.06,1.12,6,1,2.84,25.59,27.27,25.11,400.34,378.13,21.3,24.877,65.48,76.47,499.7,1799,238,101.2,-9.52,0.0524,0.7,111115,"22.7_8_4"
"158",2015,8,4,"22.7","Furmint",5,12:43:35,75,17.7,0.304,270,3.11,1.11,6,1,2.84,25.58,27.25,25.11,400.32,377.67,21.277,24.912,65.43,76.61,499.7,1800,222,101.2,-9.52,0.0524,0.7,111115,"22.7_8_4"
"159",2015,8,4,"22.7","Furmint",6,12:43:46,85.5,18,0.309,270,3.14,1.11,6,1,2.84,25.57,27.24,25.11,400.42,377.39,21.255,24.929,65.39,76.69,499.7,1800,231,101.2,-9.52,0.0524,0.7,111115,"22.7_8_4"
"160",2015,8,4,"22.7","Furmint",7,12:43:56,96,18.2,0.311,269,3.16,1.11,6,1,2.84,25.57,27.23,25.11,400.38,377.06,21.231,24.925,65.34,76.71,499.7,1800,223,101.2,-9.52,0.0524,0.7,111115,"22.7_8_4"
"161",2015,8,4,"22.7","Furmint",8,12:44:07,106.5,18.3,0.313,269,3.17,1.1,6,1,2.84,25.56,27.21,25.11,400.34,376.88,21.207,24.915,65.29,76.7,499.8,1800,245,101.2,-9.52,0.0524,0.7,111115,"22.7_8_4"
"162",2015,8,4,"22.7","Furmint",9,12:44:17,117,18.5,0.314,268,3.17,1.1,6,1,2.84,25.55,27.19,25.11,400.4,376.79,21.188,24.902,65.26,76.69,499.7,1800,236,101.2,-9.52,0.0524,1,111115,"22.7_8_4"
"163",2015,8,4,"34.5","Morrastel",3,13:14:25,54,16,0.188,229,2.39,1.34,6,1,2.84,25.2,26.38,25.12,400.04,379.76,18.088,20.898,56.92,65.76,499.7,1800,171,101.2,-9.57,-0.248,0.7,111115,"34.5_8_4"
"164",2015,8,4,"34.5","Morrastel",4,13:14:35,64.5,16.3,0.193,229,2.45,1.33,6,1,2.84,25.2,26.4,25.12,400.04,379.31,18.068,20.947,56.84,65.9,499.7,1799,144,101.2,-9.57,-0.248,0.7,111115,"34.5_8_4"
"165",2015,8,4,"34.5","Morrastel",5,13:14:46,75,16.6,0.196,229,2.49,1.34,6,1,2.84,25.21,26.43,25.12,400.17,379.1,18.056,20.978,56.79,65.97,499.7,1799,151,101.2,-9.57,-0.248,0.7,111115,"34.5_8_4"
"166",2015,8,4,"34.5","Morrastel",6,13:14:56,85.5,16.6,0.198,230,2.51,1.34,6,1,2.84,25.21,26.43,25.12,400.03,378.92,18.045,20.993,56.74,66.01,499.7,1799,249,101.2,-9.57,-0.248,0.7,111115,"34.5_8_4"
"167",2015,8,4,"34.5","Morrastel",7,13:15:07,96,16.8,0.199,229,2.53,1.34,6,1,2.84,25.21,26.44,25.11,399.98,378.65,18.026,21,56.67,66.02,499.7,1799,271,101.2,-9.57,-0.248,0.7,111115,"34.5_8_4"
"168",2015,8,4,"34.5","Morrastel",8,13:15:17,106.5,17.2,0.199,225,2.53,1.34,6,1,2.84,25.21,26.46,25.11,400.21,378.44,18.015,20.994,56.64,66,499.7,1799,277,101.2,-9.57,-0.248,0.7,111115,"34.5_8_4"
"169",2015,8,4,"34.5","Morrastel",9,13:15:28,117,17.1,0.2,227,2.55,1.34,6,1,2.84,25.21,26.46,25.12,400.08,378.35,17.998,20.996,56.58,66,499.7,1799,266,101.2,-9.57,-0.248,1,111115,"34.5_8_4"
"170",2015,8,5,"12.8","Gamay_noir",3,12:43:41,41,7.32,0.103,264,1.76,1.74,6,1,2.84,26.26,28.99,25.1,400.19,390.58,20.461,22.526,60.53,66.64,499.7,1799,1922,101.4,-10.9,0.109,1,111115,"12.8_8_5"
"171",2015,8,5,"12.8","Gamay_noir",4,12:43:51,51.5,7.36,0.101,261,1.73,1.74,6,1,2.84,26.27,29.03,25.1,400.27,390.62,20.492,22.527,60.6,66.62,499.7,1798,1921,101.4,-10.9,0.109,1,111115,"12.8_8_5"
"172",2015,8,5,"12.8","Gamay_noir",5,12:44:01,61.5,7.26,0.101,263,1.73,1.74,6,1,2.84,26.27,29.02,25.1,400.15,390.62,20.505,22.532,60.62,66.62,499.7,1800,1922,101.4,-10.9,0.109,1,111115,"12.8_8_5"
"173",2015,8,5,"12.8","Gamay_noir",6,12:44:12,72,7.16,0.1,264,1.73,1.75,6,1,2.84,26.28,29.05,25.1,400.14,390.73,20.491,22.52,60.56,66.56,499.7,1799,1920,101.4,-10.9,0.109,1,111115,"12.8_8_5"
"174",2015,8,5,"12.8","Gamay_noir",7,12:44:22,82.5,7.09,0.0993,264,1.72,1.76,6,1,2.84,26.28,29.07,25.1,400.03,390.71,20.479,22.493,60.52,66.48,499.7,1800,1921,101.4,-10.9,0.109,1,111115,"12.8_8_5"
"175",2015,8,5,"12.8","Gamay_noir",8,12:44:33,93,7.17,0.0976,260,1.69,1.76,6,1,2.84,26.28,29.06,25.09,400,390.59,20.499,22.479,60.6,66.45,499.7,1801,1920,101.4,-10.9,0.109,1,111115,"12.8_8_5"
"176",2015,8,5,"12.8","Gamay_noir",9,12:44:43,103.5,7.22,0.0957,257,1.66,1.76,6,1,2.84,26.27,29.08,25.09,400.02,390.57,20.517,22.465,60.67,66.43,499.7,1802,1920,101.4,-10.9,0.109,1,111115,"12.8_8_5"
"177",2015,8,5,"14.4","Carmenere",3,13:01:26,40.5,18.5,0.404,286,4.74,1.31,6,1,2.84,26.46,28.83,25.1,399.97,375.61,20.77,26.316,60.73,76.95,499.7,1799,1851,101.4,-10.9,0.328,1,111115,"14.4_8_5"
"178",2015,8,5,"14.4","Carmenere",4,13:01:36,51,18.6,0.414,287,4.81,1.31,6,1,2.84,26.46,28.84,25.1,400.01,375.46,20.788,26.416,60.77,77.22,499.7,1799,1849,101.4,-10.9,0.328,0.7,111115,"14.4_8_5"
"179",2015,8,5,"14.4","Carmenere",5,13:01:46,61,18.7,0.423,289,4.88,1.3,6,1,2.84,26.47,28.84,25.11,400.01,375.4,20.773,26.482,60.71,77.39,499.7,1799,1848,101.4,-10.9,0.328,1,111115,"14.4_8_5"
"180",2015,8,5,"14.4","Carmenere",6,13:01:57,71.5,18.6,0.427,290,4.93,1.3,6,1,2.84,26.47,28.85,25.09,399.75,375.18,20.744,26.502,60.61,77.44,499.7,1800,1848,101.4,-10.9,0.328,1,111115,"14.4_8_5"
"181",2015,8,5,"14.4","Carmenere",7,13:02:07,82,18.6,0.43,290,4.95,1.3,6,1,2.84,26.46,28.84,25.09,399.79,375.2,20.722,26.504,60.58,77.49,499.7,1802,1849,101.4,-10.9,0.328,1,111115,"14.4_8_5"
"182",2015,8,5,"14.4","Carmenere",8,13:02:29,104,18.7,0.384,282,4.62,1.34,6,1,2.84,26.46,28.82,25.1,399.82,375.31,20.662,26.066,60.42,76.22,499.7,1801,1849,101.4,-10.6,-0.104,0.3,111115,"14.4_8_5"
"183",2015,8,5,"16.2","Sauvignon_blanc",3,11:20:40,44.5,18.8,0.438,291,4.34,1.13,6,1,2.84,25.95,27.31,25.11,399.52,374.98,19.745,24.83,59.53,74.86,499.7,1800,1770,101.5,-10.3,-0.106,0.7,111115,"16.2_8_5"
"184",2015,8,5,"16.2","Sauvignon_blanc",4,11:20:50,55,19.4,0.449,290,4.39,1.12,6,1,2.84,25.96,27.32,25.1,399.57,374.26,19.791,24.937,59.66,75.17,499.7,1799,1772,101.5,-10.3,-0.106,0.7,111115,"16.2_8_5"
"185",2015,8,5,"16.2","Sauvignon_blanc",5,11:21:01,65.5,19.6,0.458,290,4.45,1.11,6,1,2.84,25.96,27.33,25.1,399.43,373.93,19.791,25.005,59.66,75.38,499.7,1800,1773,101.5,-10.3,-0.106,0.7,111115,"16.2_8_5"
"186",2015,8,5,"16.2","Sauvignon_blanc",6,11:21:11,76,19.8,0.464,290,4.5,1.11,6,1,2.84,25.96,27.34,25.11,399.51,373.77,19.769,25.043,59.58,75.47,499.7,1799,1773,101.5,-10.3,-0.106,0.7,111115,"16.2_8_5"
"187",2015,8,5,"16.2","Sauvignon_blanc",7,11:21:22,86.5,20.1,0.47,289,4.54,1.11,6,1,2.84,25.97,27.34,25.1,399.56,373.4,19.744,25.062,59.48,75.51,499.7,1799,1776,101.5,-10.3,-0.106,0.7,111115,"16.2_8_5"
"188",2015,8,5,"16.2","Sauvignon_blanc",8,11:21:32,97,20,0.472,290,4.56,1.11,6,1,2.84,25.97,27.35,25.1,399.56,373.45,19.732,25.075,59.44,75.53,499.7,1800,1776,101.5,-10.3,-0.106,1,111115,"16.2_8_5"
"189",2015,8,5,"16.2","Sauvignon_blanc",9,11:21:43,107.5,20.3,0.473,289,4.56,1.11,6,1,2.84,25.97,27.34,25.1,399.51,373.05,19.736,25.076,59.44,75.52,499.7,1800,1776,101.5,-10.3,-0.106,0.7,111115,"16.2_8_5"
"190",2015,8,5,"17.1","Carignane",3,11:29:12,45.5,8.74,0.0952,229,1.54,1.65,6,1,2.84,26.05,28.55,25.1,399.77,388.56,20.576,22.386,61.7,67.13,499.7,1800,1805,101.5,-10.3,-0.00317,0.7,111115,"17.1_8_5"
"191",2015,8,5,"17.1","Carignane",4,11:29:23,56,8.79,0.0967,231,1.56,1.64,6,1,2.84,26.05,28.54,25.1,399.81,388.53,20.638,22.464,61.89,67.37,499.7,1800,1806,101.5,-10.3,-0.00317,1,111115,"17.1_8_5"
"192",2015,8,5,"17.1","Carignane",5,11:29:33,66.5,8.82,0.0974,231,1.56,1.63,6,1,2.84,26.04,28.55,25.1,399.81,388.49,20.693,22.528,62.06,67.57,499.7,1800,1807,101.5,-10.3,-0.00317,1,111115,"17.1_8_5"
"193",2015,8,5,"17.1","Carignane",6,11:29:44,77,8.76,0.0972,232,1.56,1.63,6,1,2.84,26.04,28.55,25.1,399.73,388.49,20.742,22.569,62.22,67.7,499.7,1800,1808,101.5,-10.3,-0.00317,1,111115,"17.1_8_5"
"194",2015,8,5,"17.1","Carignane",7,11:29:54,87.5,9.09,0.0979,227,1.56,1.62,6,1,2.84,26.04,28.54,25.1,400.09,388.45,20.783,22.613,62.36,67.85,499.7,1800,1809,101.5,-10.3,-0.00317,1,111115,"17.1_8_5"
"195",2015,8,5,"17.1","Carignane",8,11:30:05,98,8.88,0.0995,233,1.58,1.62,6,1,2.84,26.04,28.53,25.1,399.79,388.4,20.784,22.637,62.37,67.93,499.7,1801,1810,101.5,-10.3,-0.00317,1,111115,"17.1_8_5"
"196",2015,8,5,"17.1","Carignane",9,11:30:15,108.5,8.92,0.101,235,1.61,1.62,6,1,2.84,26.03,28.54,25.1,399.77,388.32,20.718,22.61,62.18,67.86,499.7,1801,1809,101.5,-10.3,-0.00317,1,111115,"17.1_8_5"
"197",2015,8,5,"17.2","UngniBlanc_Trebbiano",3,11:25:21,46.5,18.8,0.258,244,3.11,1.29,6,1,2.84,26.05,27.56,25.11,400.1,376.16,20.062,23.705,60.15,71.08,499.7,1800,1715,101.5,-9.98,-0.0931,0.7,111115,"17.2_8_5"
"198",2015,8,5,"17.2","UngniBlanc_Trebbiano",4,11:25:31,57,18.9,0.263,246,3.16,1.29,6,1,2.84,26.06,27.58,25.11,400.12,376.06,20.055,23.762,60.1,71.21,499.7,1799,1715,101.5,-9.98,-0.0931,1,111115,"17.2_8_5"
"199",2015,8,5,"17.2","UngniBlanc_Trebbiano",5,11:25:42,67.5,18.9,0.267,247,3.2,1.29,6,1,2.84,26.07,27.59,25.11,400.09,375.92,20.048,23.802,60.04,71.28,499.7,1799,1716,101.5,-9.98,-0.0931,1,111115,"17.2_8_5"
"200",2015,8,5,"17.2","UngniBlanc_Trebbiano",6,11:25:52,78,18.9,0.265,247,3.19,1.29,6,1,2.84,26.08,27.62,25.11,400.18,376.11,20.092,23.828,60.13,71.31,499.7,1800,1717,101.5,-9.98,-0.0931,1,111115,"17.2_8_5"
"201",2015,8,5,"17.2","UngniBlanc_Trebbiano",7,11:26:03,88.5,18.9,0.265,246,3.17,1.29,6,1,2.84,26.09,27.63,25.1,400.04,375.92,20.171,23.891,60.34,71.47,499.7,1800,1717,101.5,-9.98,-0.0931,1,111115,"17.2_8_5"
"202",2015,8,5,"17.2","UngniBlanc_Trebbiano",8,11:26:13,99,18.9,0.268,247,3.2,1.29,6,1,2.84,26.1,27.65,25.1,400.02,375.9,20.204,23.953,60.41,71.62,499.7,1800,1718,101.5,-9.98,-0.0931,1,111115,"17.2_8_5"
"203",2015,8,5,"17.2","UngniBlanc_Trebbiano",9,11:26:24,109.5,18.9,0.269,248,3.2,1.28,6,1,2.84,26.1,27.64,25.1,400.11,375.97,20.248,23.994,60.53,71.73,499.7,1800,1718,101.5,-9.98,-0.0931,1,111115,"17.2_8_5"
"204",2015,8,5,"18.6","Durif",3,11:36:07,41,14.3,0.287,288,3.43,1.29,6,1,2.84,26.07,28.1,25.1,400.41,381.65,20.855,24.869,62.47,74.49,499.7,1800,1733,101.5,-10.5,0.0792,0.7,111115,"18.6_8_5"
"205",2015,8,5,"18.6","Durif",4,11:36:18,51.5,14.3,0.291,289,3.46,1.29,6,1,2.84,26.07,28.12,25.11,400.4,381.68,20.911,24.967,62.61,74.75,499.7,1800,1735,101.5,-10.5,0.0792,1,111115,"18.6_8_5"
"206",2015,8,5,"18.6","Durif",5,11:36:28,62,14.3,0.294,290,3.49,1.29,6,1,2.84,26.08,28.14,25.1,400.4,381.64,20.959,25.043,62.74,74.96,499.7,1799,1735,101.5,-10.5,0.0792,1,111115,"18.6_8_5"
"207",2015,8,5,"18.6","Durif",6,11:36:38,72,14.2,0.299,292,3.54,1.28,6,1,2.84,26.08,28.15,25.1,400.3,381.64,20.937,25.075,62.66,75.04,499.7,1799,1737,101.5,-10.5,0.0792,1,111115,"18.6_8_5"
"208",2015,8,5,"18.6","Durif",7,11:36:48,82,14.3,0.302,292,3.57,1.28,6,1,2.84,26.09,28.16,25.1,400.41,381.56,20.922,25.101,62.6,75.1,499.7,1799,1735,101.5,-10.5,0.0792,1,111115,"18.6_8_5"
"209",2015,8,5,"18.6","Durif",8,11:36:59,92.5,14.4,0.305,292,3.6,1.29,6,1,2.84,26.09,28.18,25.1,400.51,381.6,20.902,25.115,62.52,75.12,499.7,1799,1736,101.5,-10.5,0.0792,1,111115,"18.6_8_5"
"210",2015,8,5,"18.6","Durif",9,11:37:09,102.5,14.4,0.305,292,3.6,1.29,6,1,2.84,26.1,28.18,25.11,400.41,381.47,20.913,25.127,62.52,75.12,499.7,1800,1737,101.5,-10.5,0.0792,1,111115,"18.6_8_5"
"211",2015,8,5,"24.2","?",3,12:02:12,41,11.5,0.144,243,2.12,1.53,6,1,2.84,26.12,28.85,25.1,400.05,385.21,21.774,24.26,64.98,72.4,499.7,1798,1828,101.4,-10.4,-0.18,1,111115,"24.2_8_5"
"212",2015,8,5,"24.2","?",4,12:02:23,51.5,11.5,0.148,247,2.18,1.52,6,1,2.84,26.12,28.85,25.1,400.22,385.35,21.765,24.314,64.98,72.59,499.7,1800,1829,101.4,-10.4,-0.18,1,111115,"24.2_8_5"
"213",2015,8,5,"24.2","?",5,12:02:33,62,11.5,0.148,248,2.18,1.52,6,1,2.84,26.12,28.86,25.1,400.06,385.29,21.785,24.336,65.04,72.66,499.7,1800,1828,101.4,-10.4,-0.18,1,111115,"24.2_8_5"
"214",2015,8,5,"24.2","?",6,12:02:44,72.5,11.5,0.148,248,2.18,1.52,6,1,2.84,26.11,28.87,25.1,400.19,385.36,21.794,24.352,65.08,72.72,499.7,1800,1828,101.4,-10.4,-0.18,1,111115,"24.2_8_5"
"215",2015,8,5,"24.2","?",7,12:02:54,83,11.4,0.148,249,2.18,1.52,6,1,2.84,26.11,28.86,25.1,400.15,385.47,21.788,24.345,65.08,72.71,499.7,1800,1829,101.4,-10.4,-0.18,1,111115,"24.2_8_5"
"216",2015,8,5,"24.2","?",8,12:03:05,93.5,11.4,0.148,248,2.17,1.52,6,1,2.84,26.11,28.85,25.1,400.14,385.43,21.799,24.34,65.12,72.71,499.7,1801,1828,101.4,-10.4,-0.18,1,111115,"24.2_8_5"
"217",2015,8,5,"24.2","?",9,12:03:15,104,11.4,0.147,248,2.16,1.52,6,1,2.84,26.1,28.85,25.1,400.15,385.42,21.801,24.336,65.13,72.71,499.7,1801,1829,101.4,-10.4,-0.18,1,111115,"24.2_8_5"
"218",2015,8,5,"34.6","Morrastel",3,12:16:44,43.5,16.2,0.232,252,2.99,1.37,6,1,2.84,26.14,28.15,25.1,400.05,379.23,20.717,24.221,61.77,72.22,499.7,1800,1885,101.4,-10.8,-0.075,1,111115,"34.6_8_5"
"219",2015,8,5,"34.6","Morrastel",4,12:16:55,54,16.1,0.231,253,2.97,1.36,6,1,2.84,26.14,28.14,25.1,399.94,379.22,20.781,24.258,61.96,72.33,499.7,1800,1886,101.4,-10.8,-0.075,1,111115,"34.6_8_5"
"220",2015,8,5,"34.6","Morrastel",5,12:17:05,64.5,16.2,0.232,253,2.96,1.36,6,1,2.84,26.13,28.13,25.1,400.01,379.21,20.828,24.299,62.11,72.47,499.7,1802,1886,101.4,-10.8,-0.075,1,111115,"34.6_8_5"
"221",2015,8,5,"34.6","Morrastel",6,12:17:16,75,16.1,0.234,254,2.98,1.35,6,1,2.84,26.13,28.12,25.1,399.83,379.09,20.845,24.331,62.18,72.58,499.7,1801,1885,101.4,-10.8,-0.075,1,111115,"34.6_8_5"
"222",2015,8,5,"34.6","Morrastel",7,12:17:26,85,16.1,0.234,254,2.97,1.35,6,1,2.84,26.13,28.1,25.1,399.9,379.17,20.875,24.349,62.28,72.64,499.7,1801,1885,101.4,-10.8,-0.075,1,111115,"34.6_8_5"
"223",2015,8,5,"34.6","Morrastel",8,12:17:36,95.5,16.2,0.236,255,2.98,1.34,6,1,2.84,26.13,28.09,25.11,400.01,379.19,20.876,24.37,62.27,72.7,499.7,1800,1884,101.4,-10.8,-0.075,1,111115,"34.6_8_5"
"224",2015,8,5,"34.6","Morrastel",9,12:17:47,105.5,16.1,0.24,257,3.03,1.34,6,1,2.84,26.13,28.1,25.1,399.88,379.18,20.82,24.366,62.1,72.68,499.7,1799,1885,101.4,-10.8,-0.075,1,111115,"34.6_8_5"
"225",2015,8,5,"42.8","Early_Muscat",3,12:26:53,55.5,9.78,0.191,292,2.74,1.51,6,1,2.84,26.19,28.49,25.1,399.81,386.79,20.41,23.626,60.65,70.21,499.7,1799,1890,101.4,-10.6,-0.0649,1,111115,"42.8_8_5"
"226",2015,8,5,"42.8","Early_Muscat",4,12:27:03,66,9.87,0.192,292,2.76,1.51,6,1,2.84,26.2,28.49,25.11,399.84,386.71,20.419,23.654,60.66,70.27,499.7,1799,1891,101.4,-10.6,-0.0649,1,111115,"42.8_8_5"
"227",2015,8,5,"42.8","Early_Muscat",5,12:27:14,76.5,9.81,0.193,292,2.78,1.51,6,1,2.84,26.2,28.51,25.1,399.74,386.67,20.426,23.68,60.67,70.34,499.7,1800,1891,101.4,-10.6,-0.0649,1,111115,"42.8_8_5"
