"","year","month","day","row_plant","variety","Obs","HHMMSS","FTime","Photo","Cond","Ci","Trmmol","VpdL","Area","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","Status","unique"
"228",2015,8,5,"42.8","Early_Muscat",6,12:27:24,87,9.93,0.192,291,2.77,1.51,6,1,2.84,26.2,28.52,25.1,399.96,386.75,20.445,23.69,60.71,70.35,499.7,1799,1891,101.4,-10.6,-0.0649,1,111115,"42.8_8_5"
"229",2015,8,5,"42.8","Early_Muscat",7,12:27:35,97.5,9.92,0.192,291,2.77,1.51,6,1,2.84,26.21,28.54,25.11,399.85,386.66,20.464,23.709,60.74,70.37,499.8,1799,1892,101.4,-10.6,-0.0649,1,111115,"42.8_8_5"
"230",2015,8,5,"42.8","Early_Muscat",8,12:27:45,108,9.99,0.191,290,2.76,1.52,6,1,2.84,26.22,28.57,25.1,399.95,386.68,20.48,23.719,60.76,70.37,499.7,1800,1893,101.4,-10.6,-0.0649,1,111115,"42.8_8_5"
"231",2015,8,5,"42.8","Early_Muscat",9,12:27:56,118.5,10.1,0.19,289,2.76,1.52,6,1,2.84,26.23,28.59,25.11,400.08,386.67,20.498,23.737,60.79,70.39,499.7,1799,1894,101.4,-10.6,-0.0649,1,111115,"42.8_8_5"
"232",2015,8,6,"13.5","Pinot_meunier",3,12:21:34,40.5,17.4,0.385,290,4.11,1.18,6,1,2.84,26.38,28.21,25.1,400,377.28,21.539,26.342,62.97,77.01,499.7,1800,1242,100.9,-10,-0.161,0.7,111115,"13.5_8_6"
"233",2015,8,6,"13.5","Pinot_meunier",4,12:21:44,51,17.5,0.398,292,4.17,1.17,6,1,2.84,26.38,28.17,25.1,399.94,377.02,21.55,26.422,63.03,77.28,499.7,1800,1095,100.9,-10,-0.161,0.7,111115,"13.5_8_6"
"234",2015,8,6,"13.5","Pinot_meunier",5,12:21:54,61,17.3,0.4,294,4.19,1.17,6,1,2.84,26.37,28.19,25.09,399.73,377.12,21.558,26.462,63.09,77.44,499.7,1800,1055,100.9,-10,-0.161,1,111115,"13.5_8_6"
"235",2015,8,6,"13.5","Pinot_meunier",6,12:22:05,71.5,17.5,0.403,293,4.22,1.17,6,1,2.84,26.36,28.2,25.1,399.83,376.97,21.56,26.488,63.12,77.55,499.8,1800,1045,100.9,-10,-0.161,1,111115,"13.5_8_6"
"236",2015,8,6,"13.5","Pinot_meunier",7,12:22:15,82,17.4,0.407,294,4.22,1.16,6,1,2.84,26.35,28.16,25.1,399.88,377.09,21.563,26.493,63.15,77.6,499.7,1800,989,100.9,-10,-0.161,1,111115,"13.5_8_6"
"237",2015,8,6,"13.5","Pinot_meunier",8,12:22:25,92,17.5,0.41,294,4.23,1.15,6,1,2.84,26.35,28.14,25.1,399.84,376.9,21.565,26.508,63.18,77.67,499.8,1800,983,100.9,-10,-0.161,1,111115,"13.5_8_6"
"238",2015,8,6,"13.5","Pinot_meunier",9,12:22:36,102.5,17.5,0.411,294,4.24,1.15,6,1,2.84,26.34,28.14,25.1,399.94,376.95,21.546,26.502,63.15,77.67,499.7,1800,1027,100.9,-10,-0.161,1,111115,"13.5_8_6"
"239",2015,8,6,"13.9","Cabernet_franc",3,12:15:55,41.5,17.6,0.337,279,3.61,1.17,6,1,2.84,26.29,28.08,25.1,399.91,377.18,21.973,26.193,64.62,77.02,499.7,1799,232,100.9,-10.2,-0.212,0.3,111115,"13.9_8_6"
"240",2015,8,6,"13.9","Cabernet_franc",4,12:16:05,52,17.5,0.357,284,3.74,1.15,6,1,2.84,26.29,28.07,25.11,399.89,377.16,21.971,26.343,64.6,77.46,499.7,1800,229,100.9,-10.2,-0.212,0.7,111115,"13.9_8_6"
"241",2015,8,6,"13.9","Cabernet_franc",5,12:16:15,62,17.6,0.361,284,3.78,1.15,6,1,2.84,26.29,28.1,25.1,399.9,377.01,21.977,26.394,64.61,77.6,499.7,1800,227,100.9,-10.2,-0.212,0.7,111115,"13.9_8_6"
"242",2015,8,6,"13.9","Cabernet_franc",6,12:16:26,72.5,17.8,0.369,285,3.83,1.14,6,1,2.84,26.29,28.09,25.1,399.96,376.81,21.974,26.447,64.61,77.76,499.7,1799,226,100.9,-10.2,-0.212,1,111115,"13.9_8_6"
"243",2015,8,6,"13.9","Cabernet_franc",7,12:16:36,82.5,17.9,0.372,285,3.86,1.15,6,1,2.84,26.29,28.11,25.11,399.96,376.68,21.976,26.483,64.59,77.84,499.7,1798,251,100.9,-10.2,-0.212,1,111115,"13.9_8_6"
"244",2015,8,6,"13.9","Cabernet_franc",8,12:16:46,93,17.9,0.38,286,3.9,1.14,6,1,2.84,26.3,28.09,25.11,399.81,376.53,21.971,26.534,64.55,77.95,499.8,1800,242,100.9,-10.2,-0.212,0.7,111115,"13.9_8_6"
"245",2015,8,6,"13.9","Cabernet_franc",9,12:16:57,103.5,18.1,0.382,285,3.91,1.14,6,1,2.84,26.3,28.08,25.1,399.8,376.27,21.964,26.534,64.56,77.99,499.7,1801,211,100.9,-10.2,-0.212,1,111115,"13.9_8_6"
"246",2015,8,6,"20.5","Gewurtztraminer",3,11:11:16,44.5,10.5,0.216,296,2.73,1.33,6,1,2.84,25.79,27.17,25.11,400.16,386.31,19.432,22.633,58.88,68.58,499.7,1799,357,101,-9.96,-0.303,0.7,111115,"20.5_8_6"
"247",2015,8,6,"20.5","Gewurtztraminer",4,11:11:26,55,10.7,0.22,295,2.76,1.32,6,1,2.84,25.79,27.17,25.11,400.18,385.99,19.456,22.695,58.95,68.77,499.7,1799,354,101,-9.96,-0.303,0.7,111115,"20.5_8_6"
"248",2015,8,6,"20.5","Gewurtztraminer",5,11:11:37,65.5,10.9,0.225,296,2.8,1.32,6,1,2.84,25.78,27.16,25.11,400.15,385.82,19.472,22.758,59.01,68.97,499.7,1799,346,101,-9.96,-0.303,0.7,111115,"20.5_8_6"
"249",2015,8,6,"20.5","Gewurtztraminer",6,11:11:47,75.5,10.8,0.227,297,2.81,1.31,6,1,2.84,25.78,27.15,25.11,400.05,385.81,19.502,22.793,59.1,69.08,499.7,1799,349,101,-9.96,-0.303,1,111115,"20.5_8_6"
"250",2015,8,6,"20.5","Gewurtztraminer",7,11:11:57,86,10.9,0.228,297,2.82,1.31,6,1,2.84,25.78,27.15,25.11,400.11,385.74,19.524,22.829,59.17,69.19,499.7,1800,354,101,-9.96,-0.303,1,111115,"20.5_8_6"
"251",2015,8,6,"20.5","Gewurtztraminer",8,11:12:08,96.5,11,0.23,297,2.82,1.3,6,1,2.84,25.78,27.14,25.11,400.12,385.64,19.553,22.867,59.26,69.3,499.7,1800,362,101,-9.96,-0.303,1,111115,"20.5_8_6"
"252",2015,8,6,"20.5","Gewurtztraminer",9,11:12:18,107,11,0.231,297,2.83,1.3,6,1,2.84,25.78,27.15,25.11,400.08,385.55,19.565,22.891,59.29,69.37,499.7,1800,363,101,-9.96,-0.303,1,111115,"20.5_8_6"
"253",2015,8,6,"42.7","Early_Muscat",3,11:59:13,41.5,11.5,0.216,288,2.68,1.3,6,1,2.84,26.02,27.57,25.11,400.52,385.53,20.588,23.724,61.54,70.91,499.7,1799,875,101,-9.81,-0.354,0.7,111115,"42.7_8_6"
"254",2015,8,6,"42.7","Early_Muscat",4,11:59:24,52,11.5,0.223,291,2.75,1.3,6,1,2.84,26.02,27.58,25.11,400.62,385.6,20.6,23.818,61.55,71.17,499.7,1799,851,101,-9.81,-0.354,1,111115,"42.7_8_6"
"255",2015,8,6,"42.7","Early_Muscat",5,11:59:34,62.5,11.4,0.227,292,2.79,1.3,6,1,2.84,26.02,27.6,25.11,400.47,385.46,20.607,23.876,61.57,71.34,499.7,1799,880,101,-9.81,-0.354,1,111115,"42.7_8_6"
"256",2015,8,6,"42.7","Early_Muscat",6,11:59:44,71.5,11.5,0.231,293,2.82,1.29,6,1,2.84,26.03,27.61,25.11,400.5,385.44,20.616,23.919,61.59,71.45,499.7,1799,848,101,-9.81,-0.354,1,111115,"42.7_8_6"
"257",2015,8,6,"42.7","Early_Muscat",7,11:59:55,83,11.5,0.233,294,2.84,1.29,6,1,2.84,26.03,27.61,25.11,400.46,385.33,20.631,23.957,61.62,71.55,499.7,1800,829,101,-9.81,-0.354,1,111115,"42.7_8_6"
"258",2015,8,6,"42.7","Early_Muscat",8,12:00:05,93,11.5,0.234,294,2.86,1.29,6,1,2.84,26.04,27.64,25.11,400.46,385.38,20.641,23.988,61.63,71.63,499.7,1800,797,101,-9.81,-0.354,1,111115,"42.7_8_6"
"259",2015,8,6,"42.7","Early_Muscat",9,12:00:15,103.5,11.5,0.234,294,2.87,1.3,6,1,2.84,26.04,27.66,25.11,400.53,385.42,20.648,24.006,61.64,71.66,499.7,1800,730,101,-9.81,-0.354,1,111115,"42.7_8_6"
"260",2015,8,7,"13.1","Pinot_blanc",3,11:51:30,45,6.92,0.09,255,1.6,1.79,6,1,2.84,26.17,28.67,25.1,399.74,390.69,19.471,21.35,57.61,63.17,499.7,1799,788,100.8,-10.4,-0.0833,0.7,111115,"13.1_8_7"
"261",2015,8,7,"13.1","Pinot_blanc",4,11:51:40,55.5,6.88,0.0907,256,1.62,1.8,6,1,2.84,26.16,28.69,25.1,399.63,390.61,19.454,21.353,57.57,63.19,499.7,1799,816,100.8,-10.4,-0.0833,1,111115,"13.1_8_7"
"262",2015,8,7,"13.1","Pinot_blanc",5,11:51:51,66,6.94,0.0917,257,1.63,1.79,6,1,2.84,26.16,28.66,25.1,399.53,390.43,19.433,21.346,57.53,63.19,499.7,1799,851,100.8,-10.4,-0.0833,1,111115,"13.1_8_7"
"263",2015,8,7,"13.1","Pinot_blanc",6,11:52:01,76.5,7.09,0.0921,254,1.63,1.79,6,1,2.84,26.15,28.64,25.1,399.63,390.36,19.413,21.331,57.49,63.17,499.7,1799,898,100.8,-10.4,-0.0833,0.7,111115,"13.1_8_7"
"264",2015,8,7,"13.1","Pinot_blanc",7,11:52:12,87,7.2,0.0918,252,1.63,1.79,6,1,2.84,26.15,28.63,25.1,399.62,390.22,19.397,21.308,57.45,63.11,499.7,1799,929,100.8,-10.4,-0.0833,1,111115,"13.1_8_7"
"265",2015,8,7,"13.1","Pinot_blanc",8,11:52:22,97,7.16,0.091,252,1.62,1.79,6,1,2.84,26.14,28.65,25.1,399.58,390.22,19.383,21.285,57.42,63.06,499.7,1799,994,100.8,-10.4,-0.0833,1,111115,"13.1_8_7"
"266",2015,8,7,"13.1","Pinot_blanc",9,11:52:32,107.5,7.1,0.0911,253,1.61,1.78,6,1,2.84,26.14,28.6,25.1,399.45,390.17,19.37,21.263,57.4,63.01,499.7,1799,1033,100.8,-10.4,-0.0833,1,111115,"13.1_8_7"
"267",2015,8,7,"13.4","Pinot_gris",3,12:00:22,39,18.5,0.305,263,4,1.42,6,1,2.84,26.1,28.17,25.1,399.66,375.66,19.281,23.967,57.27,71.19,499.7,1800,944,100.8,-10.4,-0.0358,0.3,111115,"13.4_8_7"
"268",2015,8,7,"13.4","Pinot_gris",4,12:00:33,49.5,18.7,0.314,264,4.07,1.41,6,1,2.84,26.09,28.15,25.1,399.77,375.43,19.271,24.043,57.26,71.44,499.7,1800,957,100.8,-10.4,-0.0358,0.7,111115,"13.4_8_7"
"269",2015,8,7,"13.4","Pinot_gris",5,12:00:43,59.5,18.7,0.319,266,4.12,1.4,6,1,2.84,26.09,28.15,25.1,399.7,375.41,19.263,24.087,57.24,71.57,499.7,1800,963,100.8,-10.4,-0.0358,0.7,111115,"13.4_8_7"
"270",2015,8,7,"13.4","Pinot_gris",6,12:00:54,70,18.7,0.324,267,4.15,1.39,6,1,2.84,26.09,28.14,25.1,399.73,375.44,19.261,24.125,57.24,71.7,499.7,1800,938,100.8,-10.4,-0.0358,1,111115,"13.4_8_7"
"271",2015,8,7,"13.4","Pinot_gris",7,12:01:15,91.5,18.5,0.333,270,4.22,1.39,6,1,2.84,26.08,28.14,25.1,399.36,375.29,19.259,24.207,57.25,71.96,499.8,1800,919,100.8,-10.2,0.000387,1,111115,"13.4_8_7"
"272",2015,8,7,"13.6","Pinot_meunier",3,11:58:09,39.5,18.2,0.423,292,4.47,1.19,6,1,2.84,26.11,27.41,25.1,400.05,376.21,19.346,24.582,57.42,72.96,499.7,1799,824,100.8,-10.5,-0.0235,0.3,111115,"13.6_8_7"
"273",2015,8,7,"13.6","Pinot_meunier",4,11:58:20,50,18.1,0.436,295,4.55,1.18,6,1,2.84,26.11,27.4,25.1,399.97,376.2,19.334,24.667,57.4,73.23,499.7,1800,815,100.8,-10.5,-0.0235,1,111115,"13.6_8_7"
"274",2015,8,7,"13.6","Pinot_meunier",5,11:58:30,60.5,18.1,0.444,296,4.59,1.17,6,1,2.84,26.1,27.37,25.1,399.95,376.09,19.326,24.703,57.4,73.37,499.7,1800,794,100.8,-10.5,-0.0235,0.7,111115,"13.6_8_7"
"275",2015,8,7,"13.6","Pinot_meunier",6,11:58:41,71,18,0.45,297,4.63,1.16,6,1,2.84,26.1,27.37,25.1,399.85,376.1,19.317,24.736,57.39,73.48,499.7,1800,800,100.8,-10.5,-0.0235,1,111115,"13.6_8_7"
"276",2015,8,7,"13.6","Pinot_meunier",7,11:59:00,89.5,18,0.454,298,4.65,1.16,6,1,2.84,26.09,27.36,25.1,399.98,376.23,19.308,24.754,57.36,73.54,499.7,1799,879,100.8,-10.4,-0.0358,0.7,111115,"13.6_8_7"
"277",2015,8,7,"13.8","Pinot_noir",3,11:55:06,39.5,9.52,0.156,276,2.63,1.74,6,1,2.84,26.17,28.9,25.1,400.34,387.68,19.358,22.445,57.25,66.38,499.7,1799,1107,100.8,-10.8,-0.0391,0.7,111115,"13.8_8_7"
"278",2015,8,7,"13.8","Pinot_noir",4,11:55:17,50,9.7,0.161,277,2.69,1.73,6,1,2.84,26.17,28.9,25.1,400.38,387.48,19.371,22.527,57.3,66.64,499.7,1799,1023,100.8,-10.8,-0.0391,0.7,111115,"13.8_8_7"
"279",2015,8,7,"13.8","Pinot_noir",5,11:55:27,60.5,9.86,0.164,277,2.73,1.72,6,1,2.84,26.17,28.91,25.1,400.4,387.29,19.372,22.575,57.31,66.78,499.7,1799,974,100.8,-10.8,-0.0391,0.7,111115,"13.8_8_7"
"280",2015,8,7,"13.8","Pinot_noir",6,11:55:38,71,9.83,0.165,278,2.75,1.72,6,1,2.84,26.17,28.92,25.1,400.36,387.27,19.371,22.604,57.31,66.87,499.7,1799,930,100.8,-10.8,-0.0391,1,111115,"13.8_8_7"
"281",2015,8,7,"13.8","Pinot_noir",7,11:55:48,81.5,10,0.166,276,2.76,1.72,6,1,2.84,26.16,28.91,25.1,400.33,386.99,19.381,22.622,57.35,66.94,499.7,1800,871,100.8,-10.8,-0.0391,0.7,111115,"13.8_8_7"
"282",2015,8,7,"13.8","Pinot_noir",8,11:55:59,92,9.99,0.166,277,2.76,1.72,6,1,2.84,26.16,28.9,25.1,399.99,386.71,19.386,22.631,57.38,66.98,499.7,1800,900,100.8,-10.8,-0.0391,0.7,111115,"13.8_8_7"
"283",2015,8,7,"13.8","Pinot_noir",9,11:56:09,102.5,10,0.167,276,2.77,1.72,6,1,2.84,26.15,28.9,25.1,400.07,386.72,19.394,22.648,57.42,67.05,499.7,1800,959,100.8,-10.8,-0.0391,1,111115,"13.8_8_7"
"284",2015,8,7,"32.4","Zinfandel_Primitivo",3,11:17:00,68,14.7,0.276,281,3.65,1.42,6,1,2.84,25.83,26.79,25.12,399.94,380.63,16.671,20.964,50.33,63.29,499.7,1798,1288,100.8,-11.4,-0.394,1,111115,"32.4_8_7"
"285",2015,8,7,"32.4","Zinfandel_Primitivo",4,11:17:11,78.5,14.1,0.282,287,3.7,1.41,6,1,2.84,25.83,26.8,25.12,399.88,381.26,16.721,21.065,50.45,63.56,499.7,1800,1309,100.8,-11.4,-0.394,0.7,111115,"32.4_8_7"
"286",2015,8,7,"32.4","Zinfandel_Primitivo",5,11:17:21,89,14,0.283,288,3.71,1.41,6,1,2.84,25.84,26.83,25.12,399.75,381.23,16.77,21.133,50.58,63.73,499.7,1799,1339,100.8,-11.4,-0.394,1,111115,"32.4_8_7"
"287",2015,8,7,"32.4","Zinfandel_Primitivo",6,11:17:32,99.5,14,0.286,288,3.74,1.41,6,1,2.84,25.85,26.84,25.12,399.66,381.12,16.814,21.205,50.68,63.92,499.7,1799,1406,100.8,-11.4,-0.394,1,111115,"32.4_8_7"
"288",2015,8,7,"32.4","Zinfandel_Primitivo",7,11:17:42,110,14,0.289,289,3.75,1.4,6,1,2.84,25.86,26.85,25.12,399.52,380.95,16.86,21.272,50.8,64.09,499.7,1799,1442,100.8,-11.4,-0.394,0.7,111115,"32.4_8_7"
"289",2015,8,7,"32.4","Zinfandel_Primitivo",8,11:17:53,120.5,14,0.291,289,3.76,1.4,6,1,2.84,25.86,26.85,25.12,399.45,380.87,16.908,21.33,50.92,64.24,499.7,1799,1489,100.8,-11.4,-0.394,1,111115,"32.4_8_7"
"290",2015,8,7,"32.4","Zinfandel_Primitivo",9,11:18:03,131,14.1,0.291,289,3.77,1.4,6,1,2.84,25.87,26.88,25.12,399.34,380.72,16.952,21.377,51.03,64.35,499.7,1800,1546,100.8,-11.4,-0.394,1,111115,"32.4_8_7"
"291",2015,8,7,"34.6","Morrastel",3,11:25:11,39,10.6,0.177,277,2.77,1.62,6,1,2.84,25.96,28.02,25.11,400.03,386.07,18.335,21.586,54.91,64.65,499.7,1799,938,100.8,-9.6,-0.358,0.3,111115,"34.6_8_7"
"292",2015,8,7,"34.6","Morrastel",4,11:25:21,49.5,11.1,0.182,273,2.83,1.62,6,1,2.84,25.96,28.04,25.11,400.07,385.38,18.349,21.672,54.96,64.92,499.7,1799,945,100.8,-9.6,-0.358,0.7,111115,"34.6_8_7"
"293",2015,8,7,"34.6","Morrastel",5,11:25:31,59.5,11.4,0.184,272,2.85,1.61,6,1,2.84,25.96,28.04,25.11,400.08,385.04,18.372,21.724,55.03,65.08,499.7,1800,976,100.8,-9.6,-0.358,0.7,111115,"34.6_8_7"
"294",2015,8,7,"34.6","Morrastel",6,11:25:41,69,11.6,0.186,271,2.87,1.61,6,1,2.84,25.96,28.04,25.11,400.08,384.88,18.391,21.76,55.08,65.17,499.7,1799,1001,100.8,-9.6,-0.358,0.7,111115,"34.6_8_7"
"295",2015,8,7,"34.6","Morrastel",7,11:25:53,81.5,11.7,0.186,270,2.87,1.61,6,1,2.84,25.96,28.06,25.11,399.96,384.57,18.431,21.807,55.19,65.3,499.7,1799,1014,100.8,-9.6,-0.358,0.7,111115,"34.6_8_7"
"296",2015,8,7,"34.6","Morrastel",8,11:26:04,92,12,0.188,267,2.89,1.61,6,1,2.84,25.97,28.06,25.11,400.07,384.28,18.446,21.844,55.22,65.39,499.7,1798,988,100.8,-9.6,-0.358,0.7,111115,"34.6_8_7"
"297",2015,8,7,"34.6","Morrastel",9,11:26:14,102.5,12.2,0.187,265,2.88,1.61,6,1,2.84,25.97,28.08,25.11,400.02,384.01,18.487,21.873,55.33,65.46,499.7,1800,958,100.8,-9.6,-0.358,0.7,111115,"34.6_8_7"
"298",2015,8,7,"34.8","Palomino",3,11:21:39,41.5,12,0.194,270,3.06,1.65,6,1,2.84,26.02,28.08,25.11,399.49,383.66,17.835,21.432,53.21,63.95,499.7,1799,1254,100.8,-9,-0.505,1,111115,"34.8_8_7"
"299",2015,8,7,"34.8","Palomino",4,11:21:50,52,12.1,0.194,269,3.07,1.65,6,1,2.84,26.02,28.08,25.11,399.44,383.5,17.866,21.468,53.33,64.08,499.7,1799,923,100.8,-9,-0.505,1,111115,"34.8_8_7"
"300",2015,8,7,"34.8","Palomino",5,11:22:00,62.5,12,0.194,270,3.05,1.64,6,1,2.84,26.01,28.06,25.11,399.28,383.44,17.904,21.49,53.46,64.17,499.7,1799,667,100.8,-9,-0.505,1,111115,"34.8_8_7"
"301",2015,8,7,"34.8","Palomino",6,11:22:10,72.5,11.9,0.192,269,3.02,1.64,6,1,2.84,26.01,28.06,25.11,399.2,383.47,17.944,21.489,53.59,64.18,499.7,1799,1231,100.8,-9,-0.505,1,111115,"34.8_8_7"
"302",2015,8,7,"34.8","Palomino",7,11:22:21,83,12,0.19,268,2.99,1.64,6,1,2.84,26,28.06,25.11,399.23,383.45,17.983,21.5,53.72,64.22,499.7,1799,1092,100.8,-9,-0.505,1,111115,"34.8_8_7"
"303",2015,8,7,"34.8","Palomino",8,11:22:31,93.5,12,0.189,267,2.97,1.64,6,1,2.84,26,28.05,25.11,399.19,383.39,18.011,21.504,53.82,64.26,499.7,1799,1014,100.8,-9,-0.505,1,111115,"34.8_8_7"
"304",2015,8,7,"34.8","Palomino",9,11:22:42,104,11.9,0.188,268,2.95,1.64,6,1,2.84,25.99,28.05,25.11,399.17,383.58,18.025,21.494,53.88,64.25,499.7,1799,880,100.8,-9,-0.505,1,111115,"34.8_8_7"
